"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","390.611598"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF3","Auxiliary insurance services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","24.757073"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF4","Pension and standardized guaranteed services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1010.913819"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","790.850947"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","220.062872"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","469.008996"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","617.551435"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","236.567588"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","306.712628"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI3","Information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","74.271219"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6509.734835"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","656.062437"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ11","Work undertaken on a systematic basis to increase the stock of knowledge","A","Annual","A","Annual","USM","Million US dollar","2021","","","","607.923684"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ12","Other research and development services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","48.138753"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ2","Professional and management consulting services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1895.291486"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ21","Legal, accounting, management consulting, and public relations services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1561.070999"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22","Advertising, market research, and public opinion polling services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","334.220487"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3958.380912"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ31","Architectural, engineering, scientific, and other technical services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","225.564444"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ32","Waste treatment and de-pollution, agricultural and mining services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","23.38168"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ33","Operating leasing services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20.630894"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ34","Trade-related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","158.170189"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ35","Other business services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3530.633704"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","148.542439"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK1","Audiovisual and related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","126.536151"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK2","Other personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","22.006287"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","364.479132"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","11871.016557"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9741.908269"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","10106.387401"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","276","DEU","Germany","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","225.564444"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2939.214735"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1526.686175"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC1","Sea transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","299.835663"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC2","Air transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1214.471975"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC3","Other modes of transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","11.003144"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC4","Postal and courier services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1.375393"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2021","","","","968.276637"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2021","","","","15.129322"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2021","","","","953.147315"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE","Construction","A","Annual","A","Annual","USM","Million US dollar","2021","","","","83.89897"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE1","Construction abroad","A","Annual","A","Annual","USM","Million US dollar","2021","","","","70.14504"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE2","Construction in the reporting economy","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13.75393"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF3","Auxiliary insurance services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF4","Pension and standardized guaranteed services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","55.015718"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","34.384824"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20.630894"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","42.637181"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","41.261789"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1.375393"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI3","Information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ","Other business services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","158.170189"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ12","Other research and development services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ21","Legal, accounting, management consulting, and public relations services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","24.757073"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ3","Technical, trade-related, and other business services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","93.526721"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ32","Waste treatment and de-pollution, agricultural and mining services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ33","Operating leasing services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ35","Other business services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","48.138753"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK","Personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK1","Audiovisual and related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SK2","Other personal, cultural, and recreational services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SL","Memo item: Government goods and services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","89.400542"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX","Commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2849.814194"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SOX1","Other commercial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","354.851381"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX1","Memo item: Other services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","444.251923"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","300","GRC","Greece","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SPX4","Goods-related services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","S","Memo item: Total services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4452.146981"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SA","Manufacturing services on physical inputs owned by others","A","Annual","A","Annual","USM","Million US dollar","2021","","","","24.757073"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SB","Maintenance and repair services n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC","Transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","429.122601"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC1","Sea transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","188.428834"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC2","Air transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","220.062872"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC3","Other modes of transport","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SC4","Postal and courier services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20.630894"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SD","Travel","A","Annual","A","Annual","USM","Million US dollar","2021","","","","130.66233"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDA","Business","A","Annual","A","Annual","USM","Million US dollar","2021","","","","37.13561"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SDB","Personal","A","Annual","A","Annual","USM","Million US dollar","2021","","","","93.526721"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SE1","Construction abroad","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF","Insurance and pension services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","55.015718"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF1","Direct insurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","50.889539"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF2","Reinsurance","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF3","Auxiliary insurance services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4.126179"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SF4","Pension and standardized guaranteed services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG","Financial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1376.768344"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG1","Explicitly charged and other financial services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1324.503411"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SG2","Financial intermediation services indirectly measured (FISIM)","A","Annual","A","Annual","USM","Million US dollar","2021","","","","52.264932"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH","Charges for the use of intellectual property n.i.e.","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13.75393"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","141.665474"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI1","Telecommunications services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","79.772791"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","27.507859"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","826","GBR","United Kingdom","344","HKG","Hong Kong, China","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI3","Information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","34.384824"
